Program_Type,Mode,Duration,Hours,Subjects,Projects,Tools,Cost,Faculty_Experience,Faculty_Degree,Industry_Background,Company_Background,College_Tier,CGPA,Skill_Before,Skill_After,Placement,Salary,Skill_Improvement,ROI
Advanced,Online,35,105,5,2,6,146138,2,PhD,0,Startup,2,6.77,2,2,0,12,0,8.211416606221517
FullStack,Online,29,223,9,2,7,396587,4,BTech,1,Top,1,5.6,1,2,1,16,1,4.034423720394265
Advanced,Online,8,54,11,7,1,377085,8,PhD,0,Startup,4,8.54,2,1,1,18,-1,4.773459564819603
Basic,Offline,15,154,3,8,12,79701,19,MTech,1,Startup,3,8.8,2,1,1,10,-1,12.546894016386243
DataScience,Offline,23,305,7,6,3,89280,1,PhD,0,Mid,2,5.95,0,3,1,12,3,13.440860215053762
GenAI,Online,11,110,4,5,3,223188,7,MTech,0,Startup,4,9.55,2,1,1,24,-1,10.753266304640036
FullStack,Online,17,428,14,5,9,389222,9,BTech,0,Mid,1,7.7,1,3,1,13,2,3.3399961975427903
FullStack,Offline,13,146,6,3,11,114242,13,BTech,1,Mid,4,5.54,1,1,1,5,0,4.376674077834772
Advanced,Offline,7,260,3,4,3,80853,12,MTech,0,Startup,4,9.02,0,2,0,5,2,6.184062434294336
FullStack,Online,26,328,8,3,8,318515,18,MTech,0,Top,3,6.25,2,2,0,21,0,6.593096086526537
GenAI,Online,8,363,11,5,13,49372,12,PhD,0,Startup,4,9.08,2,1,1,21,-1,42.53422992789435
Advanced,Online,8,71,9,4,14,306303,6,PhD,1,Mid,4,7.99,1,1,0,14,0,4.570637571293784
GenAI,Online,19,265,11,2,12,227941,14,PhD,0,Startup,4,9.27,1,2,1,17,1,7.458070290118934
Advanced,Online,20,351,7,3,6,339996,7,MTech,1,Startup,3,9.12,2,3,1,8,1,2.3529688584571584
GenAI,Offline,12,175,3,8,1,237609,16,BTech,0,Startup,1,9.83,2,1,1,19,-1,7.996330105341127
Advanced,Hybrid,25,435,14,3,12,310574,12,BTech,1,Top,1,5.38,2,2,0,18,0,5.795720182629583
DataScience,Hybrid,11,487,13,1,5,362374,19,BTech,0,Top,1,7.45,2,3,0,4,1,1.1038319526235325
FullStack,Online,25,97,13,3,6,59829,10,BTech,0,Mid,4,9.21,1,2,1,13,1,21.728593157164585
GenAI,Hybrid,14,419,4,2,9,25017,7,MTech,1,Top,1,8.19,2,3,1,3,1,11.99184554502938
Basic,Hybrid,24,451,13,5,10,271858,19,MTech,1,Top,2,8.89,2,3,1,18,1,6.621103664413039
DataScience,Hybrid,21,481,6,5,10,321050,16,MTech,1,Top,1,7.98,2,3,0,21,1,6.541037221616571
DataScience,Offline,24,296,11,6,3,145892,7,MTech,1,Startup,3,5.54,1,3,1,6,2,4.112631261481096
GenAI,Offline,11,421,12,6,9,108434,1,MTech,0,Mid,3,8.16,1,2,1,13,1,11.988859582787686
GenAI,Offline,19,423,6,7,3,41733,10,BTech,1,Top,1,5.03,0,2,1,16,2,38.338964368724994
Basic,Online,2,124,4,1,11,339727,2,PhD,0,Top,3,9.79,1,1,1,13,0,3.826601948034746
GenAI,Online,26,309,11,9,1,330599,13,MTech,0,Startup,4,8.94,2,3,1,4,1,1.2099250148972018
Basic,Hybrid,7,425,11,2,14,283347,1,PhD,0,Startup,2,8.93,1,3,1,21,2,7.4114072144755365
GenAI,Online,22,398,14,3,14,184681,2,MTech,0,Startup,3,8.91,2,2,1,17,0,9.205061700987107
Basic,Online,31,252,7,5,6,180921,17,PhD,1,Startup,1,6.21,2,1,0,15,-1,8.29091150281062
Advanced,Online,26,386,11,2,1,298355,8,PhD,1,Mid,3,9.92,0,1,1,3,1,1.0055135660538619
FullStack,Online,30,436,7,6,14,125739,6,BTech,0,Top,1,7.71,0,1,1,11,1,8.74828016764886
FullStack,Hybrid,1,379,5,5,13,153908,14,BTech,1,Top,4,5.45,2,1,0,13,-1,8.446604465005068
GenAI,Offline,6,169,6,5,3,235891,17,PhD,1,Top,4,7.93,0,3,1,4,3,1.695698436989966
GenAI,Online,22,412,6,4,2,37171,10,MTech,0,Startup,1,6.98,2,3,1,16,1,43.044308735304405
FullStack,Offline,25,84,6,7,8,132043,8,PhD,0,Startup,4,8.33,1,2,1,3,1,2.27198715569928
FullStack,Offline,33,66,6,3,10,343604,5,MTech,0,Mid,2,5.99,0,1,1,20,1,5.820654008684415
Basic,Hybrid,27,97,4,8,5,231993,10,PhD,1,Top,2,7.77,0,1,0,19,1,8.189902281534357
Basic,Online,30,183,5,3,2,57114,4,MTech,0,Top,4,8.83,1,2,1,18,1,31.515915537346363
Advanced,Hybrid,11,181,4,9,6,342859,4,BTech,1,Mid,4,8.69,2,3,1,7,1,2.0416556076987917
Advanced,Online,34,272,3,1,10,212959,13,BTech,0,Startup,1,9.08,0,2,0,21,2,9.861053066552717
Basic,Online,7,149,10,9,2,63636,5,MTech,1,Startup,4,8.76,1,3,1,4,2,6.285750204286881
Advanced,Offline,15,204,12,9,9,197843,4,PhD,0,Startup,2,5.56,2,2,1,20,0,10.10902584372457
DataScience,Hybrid,12,475,11,8,2,375477,5,BTech,0,Startup,2,6.85,1,2,1,4,1,1.0653115903237749
Basic,Online,15,204,6,2,12,252885,13,MTech,0,Mid,4,6.09,0,1,0,14,1,5.536113253059692
Advanced,Online,4,436,11,5,6,94025,17,MTech,1,Mid,1,5.47,2,2,1,23,0,24.461579367189575
Advanced,Hybrid,21,257,7,2,3,282954,12,BTech,0,Top,1,5.51,2,1,1,10,-1,3.534143358991214
GenAI,Online,32,407,11,8,11,161182,3,MTech,0,Mid,4,7.35,0,1,0,18,1,11.1675000930625
GenAI,Offline,17,375,11,2,12,263680,16,PhD,1,Mid,2,7.98,2,2,1,22,0,8.343446601941748
GenAI,Hybrid,33,175,14,5,12,222344,18,BTech,1,Mid,1,7.65,0,1,1,24,1,10.794084841506853
FullStack,Offline,30,333,14,2,5,355589,10,PhD,1,Startup,3,6.6,1,1,0,11,0,3.093459021510789
FullStack,Online,7,315,13,5,2,109038,4,PhD,0,Startup,3,8.58,0,1,1,12,1,11.005337588730535
FullStack,Online,28,346,3,2,6,222175,18,BTech,0,Mid,2,8.4,1,3,1,20,2,9.00191290649263
Basic,Hybrid,25,411,4,1,5,262275,18,BTech,1,Mid,4,8.17,2,2,0,18,0,6.863025450386045
GenAI,Online,23,107,5,3,7,334080,8,BTech,0,Startup,3,7.04,0,1,1,3,1,0.8979885057471264
GenAI,Offline,2,488,12,1,2,268439,19,MTech,1,Startup,2,6.45,1,2,1,7,1,2.6076687813618737
Basic,Hybrid,30,215,9,4,1,251817,18,MTech,1,Startup,2,5.7,2,2,1,12,0,4.765365324819214
FullStack,Hybrid,21,109,11,7,7,302758,2,BTech,1,Top,3,5.88,0,2,0,13,2,4.293858461213246
Advanced,Online,2,254,9,8,7,153925,9,PhD,1,Mid,4,7.1,1,2,1,12,1,7.79600454766932
DataScience,Online,6,244,14,8,12,42651,10,MTech,1,Startup,1,7.62,0,1,1,20,1,46.89221823638367
GenAI,Online,27,168,10,1,8,308199,12,MTech,1,Mid,4,7.82,2,1,1,11,-1,3.5691225474449952
FullStack,Hybrid,22,321,14,1,14,289545,12,PhD,1,Top,4,6.75,2,1,0,16,-1,5.525911343659881
Advanced,Hybrid,21,411,8,8,3,174395,8,MTech,1,Top,1,5.49,0,1,0,17,1,9.747985894091
GenAI,Offline,31,169,7,9,4,179458,11,BTech,0,Mid,4,6.67,2,3,1,9,1,5.01510102642401
GenAI,Hybrid,4,441,14,5,6,64675,15,BTech,1,Mid,2,5.87,1,2,1,24,1,37.108620023192884
DataScience,Hybrid,21,231,7,7,10,190601,5,PhD,1,Mid,2,5.97,0,2,1,18,2,9.443811942224857
FullStack,Offline,11,326,11,2,2,314849,10,BTech,0,Startup,1,5.6,1,3,0,5,2,1.588062849175319
Basic,Offline,10,236,5,3,3,66266,13,BTech,0,Startup,4,7.95,1,3,0,15,2,22.636042616122896
Advanced,Hybrid,7,146,10,7,8,118197,7,PhD,0,Top,4,7.06,2,2,1,16,0,13.536722590251868
Advanced,Hybrid,13,246,13,2,13,298312,4,PhD,0,Startup,3,7.43,2,2,1,5,0,1.6760975086486631
FullStack,Online,17,102,11,4,2,47355,17,BTech,1,Top,3,7.55,1,2,1,14,1,29.563932002956392
Advanced,Online,27,140,8,1,4,279594,12,PhD,0,Mid,4,7.14,2,2,1,9,0,3.2189531964205242
Basic,Offline,29,377,10,5,10,185587,13,PhD,1,Startup,3,8.2,1,2,1,7,1,3.7718159138301717
Advanced,Offline,34,318,8,6,8,62212,14,MTech,0,Top,1,5.2,2,3,1,5,1,8.037034655693436
FullStack,Offline,23,119,3,8,8,241983,4,PhD,0,Top,4,9.43,1,1,0,11,0,4.545773876677287
Basic,Online,35,64,13,6,3,373761,3,BTech,0,Mid,3,6.13,0,3,1,14,3,3.7457091563860327
DataScience,Offline,17,192,10,5,11,46694,4,MTech,0,Top,3,9.1,2,3,1,14,1,29.98243885724076
FullStack,Online,12,170,6,9,8,205357,8,PhD,0,Top,1,5.02,0,2,1,7,2,3.408698023442103
DataScience,Hybrid,17,427,11,8,8,63961,12,PhD,1,Mid,4,8.99,2,1,1,12,-1,18.76143274808086
Advanced,Online,24,300,10,9,6,297382,3,MTech,1,Top,2,7.13,2,2,0,7,0,2.353874814212024
Basic,Online,1,489,8,3,10,227223,12,PhD,1,Top,1,6.39,1,1,1,3,0,1.3202888792067704
Advanced,Offline,8,174,11,7,10,95256,19,BTech,1,Top,1,9.44,0,2,1,10,2,10.498026371042245
FullStack,Online,15,168,9,1,9,326510,15,BTech,1,Mid,4,8.3,2,2,0,22,0,6.7379253315365535
DataScience,Online,19,313,13,9,11,196896,15,BTech,1,Mid,4,9.91,2,1,0,16,-1,8.126117341134405
DataScience,Hybrid,15,276,10,2,6,111354,4,PhD,0,Top,3,9.54,0,2,1,5,2,4.4901844567774845
Advanced,Hybrid,16,199,9,8,1,303117,8,PhD,1,Top,3,5.44,2,1,1,9,-1,2.9691505260345017
FullStack,Offline,2,316,11,1,1,222312,15,MTech,1,Top,3,6.87,1,1,0,4,0,1.799273093670157
Advanced,Online,20,212,14,8,2,61364,13,PhD,1,Startup,2,7.28,2,3,1,12,1,19.555439671468616
GenAI,Offline,16,329,11,9,10,79071,4,MTech,1,Startup,3,9.25,1,1,1,21,0,26.55840953067496
FullStack,Hybrid,28,115,12,6,10,392295,3,MTech,1,Mid,4,6.4,0,1,0,16,1,4.078563326068393
FullStack,Hybrid,30,104,8,3,7,271552,11,BTech,1,Mid,2,9.46,1,1,0,15,0,5.523803912326184
Basic,Online,33,261,11,7,7,153739,7,PhD,1,Top,3,8.78,2,2,1,4,0,2.601812162170952
GenAI,Online,7,260,14,4,2,241834,17,MTech,0,Mid,2,7.93,2,1,1,13,-1,5.375588213402581
DataScience,Offline,22,120,14,8,14,284435,2,PhD,0,Mid,3,7.95,1,3,0,6,2,2.1094450401673495
Advanced,Hybrid,30,137,5,3,13,130407,14,BTech,0,Startup,1,8.17,1,1,1,19,0,14.569770027682562
DataScience,Offline,16,240,14,7,6,173362,1,BTech,1,Startup,3,5.89,0,1,1,16,1,9.229242855989202
FullStack,Offline,18,484,5,9,1,352725,1,MTech,0,Startup,2,9.11,0,2,1,16,2,4.536111701750656
Advanced,Offline,31,316,13,4,2,236980,10,BTech,1,Mid,1,7.81,1,1,1,5,0,2.1098826905224066
DataScience,Offline,6,58,6,1,2,227087,7,PhD,1,Mid,2,6.56,0,3,0,17,3,7.48611765534795
Advanced,Hybrid,13,54,3,7,4,62957,16,MTech,1,Mid,3,9.48,0,1,0,20,1,31.76771447178233
DataScience,Offline,1,277,14,2,12,35772,4,BTech,0,Top,2,6.41,0,2,0,11,2,30.75030750307503
Advanced,Offline,11,168,6,6,4,65472,1,PhD,0,Startup,1,6.63,2,2,0,15,0,22.910557184750733
DataScience,Online,3,271,13,8,4,220332,1,BTech,0,Startup,2,6.11,1,1,1,10,0,4.538605377339651
DataScience,Offline,32,442,13,6,3,38821,13,MTech,1,Mid,2,7.38,0,1,1,23,1,59.24628422760877
Advanced,Online,18,148,7,8,13,137239,3,MTech,1,Top,2,5.25,2,1,1,8,-1,5.829246788449347
Basic,Online,8,445,11,3,1,85239,7,MTech,0,Startup,4,9.6,1,3,1,17,2,19.943922382946774
Advanced,Offline,3,221,5,4,5,205456,18,BTech,1,Mid,4,6.25,0,2,1,18,2,8.760999922124446
DataScience,Online,2,214,10,4,8,31713,4,BTech,1,Top,2,7.52,1,3,0,5,2,15.76640494434459
GenAI,Hybrid,26,413,11,4,11,341327,19,PhD,1,Mid,3,5.9,2,2,1,24,0,7.031380465067223
FullStack,Online,31,197,13,3,11,187889,1,MTech,1,Mid,3,5.8,2,3,0,13,1,6.918978758735211
Basic,Online,13,374,13,7,1,250296,17,PhD,1,Mid,2,5.73,0,1,0,16,1,6.392431361268259
Advanced,Online,22,246,6,5,2,227783,4,BTech,0,Top,4,9.03,2,1,0,5,-1,2.19507162518713
FullStack,Offline,21,127,10,8,4,145773,1,MTech,0,Startup,1,8.01,0,3,1,20,3,13.719961858506034
Basic,Offline,33,76,12,7,5,131931,7,MTech,0,Top,2,7.32,0,1,0,3,1,2.2739159105896265
GenAI,Hybrid,6,53,14,8,14,236885,5,PhD,0,Startup,4,6.28,1,3,0,8,2,3.3771661354665765
FullStack,Online,13,406,14,1,12,352245,5,PhD,1,Mid,1,9.78,1,3,0,9,2,2.5550398160371333
Advanced,Hybrid,12,385,10,2,9,215035,15,MTech,1,Mid,3,6.78,0,2,1,14,2,6.510568047062106
GenAI,Offline,26,322,4,6,13,207882,16,MTech,1,Top,2,8.0,0,3,0,16,3,7.696674074715464
Advanced,Offline,17,286,8,1,11,35463,6,MTech,0,Top,3,8.18,0,2,0,22,2,62.03648873473762
FullStack,Offline,5,272,11,1,10,193908,12,PhD,1,Mid,3,8.67,2,2,1,21,0,10.829878086515254
Advanced,Hybrid,28,161,13,3,1,66613,11,MTech,1,Mid,2,6.54,1,1,0,16,0,24.01933556512993
GenAI,Hybrid,26,84,11,1,13,91815,7,MTech,1,Startup,1,6.62,1,3,1,12,2,13.069759843162881
GenAI,Online,15,442,12,1,3,304573,16,BTech,0,Mid,2,8.78,1,3,1,7,2,2.298299586634403
FullStack,Offline,16,120,10,2,12,344104,9,BTech,1,Mid,2,9.26,2,2,1,21,0,6.102806128379792
FullStack,Hybrid,33,62,5,1,6,364506,12,BTech,1,Mid,3,7.9,1,1,1,16,0,4.389502504759867
DataScience,Online,1,291,10,7,5,310110,19,MTech,0,Startup,2,5.41,0,1,1,22,1,7.094256876592176
GenAI,Offline,21,100,7,9,1,167701,13,PhD,1,Top,2,5.23,0,3,0,23,3,13.714885421076799
DataScience,Online,22,474,11,9,8,326560,13,MTech,0,Mid,1,8.83,0,3,1,10,3,3.0622243998040175
Advanced,Offline,34,421,9,1,12,43169,18,MTech,0,Top,4,9.27,1,2,0,3,1,6.949431304871551
FullStack,Hybrid,18,366,4,1,3,121682,2,BTech,0,Mid,4,8.15,1,3,1,22,2,18.07991321641656
Basic,Hybrid,9,160,9,1,10,312306,12,BTech,1,Startup,1,7.96,2,2,0,3,0,0.9605963382067587
Advanced,Offline,28,392,9,7,4,72167,4,PhD,0,Mid,1,6.63,2,2,1,7,0,9.6997242506963
DataScience,Online,15,70,13,6,6,329732,9,MTech,1,Top,3,9.97,2,1,1,15,-1,4.549149005859304
GenAI,Offline,34,103,4,4,2,285061,1,BTech,0,Top,1,9.52,2,3,1,13,1,4.560427417289633
FullStack,Online,28,72,7,2,3,104461,13,MTech,0,Mid,4,6.46,0,1,1,23,1,22.017786542345945
FullStack,Hybrid,6,181,3,1,13,152812,9,MTech,0,Top,2,10.0,2,2,0,17,0,11.124780776378818
Advanced,Online,34,128,4,9,12,236215,14,MTech,1,Mid,3,9.72,2,1,1,10,-1,4.233431407827615
Advanced,Online,29,187,6,1,10,61466,11,PhD,1,Startup,2,8.3,2,2,0,21,0,34.16522955780432
FullStack,Hybrid,14,244,5,2,7,93559,7,MTech,0,Top,2,7.18,1,2,0,10,1,10.688442587030643
DataScience,Hybrid,14,310,4,6,6,221449,18,MTech,1,Top,2,7.97,0,2,1,17,2,7.676711116329267
GenAI,Offline,24,199,14,4,9,359631,5,BTech,1,Top,3,8.82,0,2,0,22,2,6.117381427073862
FullStack,Hybrid,20,178,6,2,2,109702,2,MTech,1,Mid,1,8.89,2,2,0,11,0,10.027164500191427
FullStack,Offline,24,114,4,9,2,20383,8,PhD,0,Startup,2,6.22,2,3,0,13,1,63.778639061963396
Advanced,Online,2,306,5,8,12,215028,16,BTech,1,Startup,1,5.43,1,1,0,19,0,8.836058559815466
GenAI,Online,2,378,11,3,10,315433,11,MTech,1,Top,4,7.11,1,2,1,15,1,4.755368017930908
FullStack,Hybrid,35,300,6,5,6,360897,15,MTech,1,Startup,2,9.19,1,2,1,11,1,3.0479610525994953
Advanced,Online,22,348,14,8,14,163998,10,MTech,1,Startup,4,8.45,0,2,0,18,2,10.975743606629349
Basic,Offline,11,212,12,2,6,329221,2,PhD,0,Top,2,9.26,2,2,0,6,0,1.8224839849219825
FullStack,Hybrid,18,471,12,4,14,184090,2,MTech,1,Mid,3,9.52,0,1,1,6,1,3.2592753544461948
Basic,Offline,8,95,9,5,6,72553,16,MTech,0,Mid,1,7.16,0,2,0,11,2,15.161330337822006
GenAI,Offline,35,96,14,7,3,370654,16,PhD,0,Startup,4,9.24,1,1,1,3,0,0.8093801766607133
GenAI,Offline,33,398,13,9,14,39167,11,BTech,0,Mid,1,5.65,1,2,1,3,1,7.659509280772078
FullStack,Online,22,353,3,8,2,178649,7,MTech,1,Mid,4,5.57,1,2,1,9,1,5.037811574651972
DataScience,Hybrid,28,209,12,8,5,373957,15,MTech,0,Mid,2,7.73,0,2,0,13,2,3.4763355145110264
Advanced,Offline,3,275,13,5,5,338412,16,MTech,0,Top,3,9.09,0,3,0,8,3,2.3639823646915596
Advanced,Offline,22,344,14,5,3,368854,4,BTech,0,Startup,3,8.1,1,2,1,18,1,4.879979612529619
DataScience,Hybrid,12,269,6,2,1,24354,1,MTech,0,Startup,1,6.3,0,1,1,24,1,98.54644000985463
Basic,Online,11,175,13,5,8,328464,10,PhD,0,Startup,3,6.72,0,3,1,23,3,7.002289444200887
GenAI,Offline,10,190,10,2,4,253963,14,MTech,0,Startup,4,7.23,2,2,0,15,0,5.906372188074641
FullStack,Offline,14,348,6,6,2,265538,1,BTech,1,Mid,1,9.81,0,1,1,13,1,4.895721139723881
Advanced,Online,18,334,7,1,11,252140,3,MTech,1,Top,1,7.37,2,3,0,21,1,8.32870627429206
Advanced,Offline,4,163,3,9,2,172710,7,MTech,0,Startup,2,7.02,1,1,0,8,0,4.632042151583579
FullStack,Offline,21,350,14,8,4,118569,1,PhD,1,Top,1,6.2,2,2,1,14,0,11.807470755425111
FullStack,Online,21,59,7,5,12,397612,12,PhD,1,Top,3,7.06,2,3,0,8,1,2.0120117099081516
Advanced,Hybrid,17,63,6,3,5,383678,18,PhD,1,Mid,2,6.21,1,2,0,15,1,3.9095283023785568
Advanced,Hybrid,6,170,14,3,4,311021,8,PhD,1,Startup,3,6.85,2,2,0,7,0,2.2506518852424757
Advanced,Online,4,121,7,1,6,241714,5,MTech,0,Mid,1,5.34,1,2,1,8,1,3.3096965835657017
FullStack,Offline,32,490,10,3,13,138663,2,BTech,1,Startup,4,6.58,2,1,1,21,-1,15.144631228229592
Basic,Hybrid,3,289,3,8,4,140494,2,PhD,0,Startup,2,7.07,2,2,1,8,0,5.694193346335075
Advanced,Offline,6,434,13,3,11,219291,14,MTech,1,Top,4,7.16,2,1,0,20,-1,9.120301334756101
Basic,Offline,3,448,12,7,4,281268,13,PhD,1,Top,2,7.49,2,3,1,16,1,5.688524823300198
Advanced,Online,32,272,14,2,7,151638,4,BTech,0,Top,4,6.97,1,1,0,9,0,5.935187749772484
FullStack,Offline,16,55,13,4,7,398681,19,BTech,1,Top,3,7.37,1,3,0,19,2,4.76571494503124
DataScience,Online,11,314,10,7,8,81421,12,BTech,0,Mid,4,5.82,1,2,1,15,1,18.42276562557571
Basic,Hybrid,5,58,14,4,7,187654,11,MTech,1,Top,1,7.86,1,1,0,11,0,5.861852132115489
DataScience,Online,23,363,10,2,7,397173,10,MTech,1,Mid,2,8.52,2,1,0,13,-1,3.2731328665342305
Advanced,Online,18,87,14,3,8,197173,9,BTech,1,Top,4,9.33,0,2,0,23,2,11.664883122942797
Advanced,Online,4,424,3,3,11,330593,19,MTech,0,Mid,1,6.98,2,2,1,17,0,5.14227463981391
FullStack,Online,24,185,14,2,6,119022,13,BTech,1,Startup,1,8.17,2,1,0,17,-1,14.283073717463997
DataScience,Hybrid,6,436,14,7,14,200437,9,MTech,1,Mid,4,9.42,0,3,1,24,3,11.973837165792741
DataScience,Offline,7,183,8,5,3,89177,18,MTech,0,Top,4,9.21,1,3,1,7,2,7.849557621359768
Advanced,Offline,9,316,5,7,3,303587,13,MTech,1,Startup,4,6.8,1,3,1,9,2,2.96455381818062
GenAI,Online,28,471,12,2,5,41721,19,BTech,0,Mid,1,5.22,1,3,0,5,2,11.984372378418541
GenAI,Online,9,240,8,8,10,256354,6,MTech,0,Startup,2,7.52,2,2,1,4,0,1.5603423391092004
DataScience,Online,17,365,4,3,5,399040,12,MTech,0,Top,1,8.16,2,2,0,19,0,4.761427425821973
DataScience,Hybrid,33,188,14,3,13,317441,9,BTech,1,Top,2,8.1,1,2,1,21,1,6.615402547245
Basic,Offline,35,148,14,1,2,122932,18,BTech,0,Startup,1,9.94,0,3,1,12,3,9.761494159372662
Advanced,Offline,26,226,10,2,9,323215,1,MTech,0,Top,1,6.54,0,1,0,13,1,4.022090558915892
GenAI,Offline,5,254,13,3,6,72900,1,MTech,1,Startup,3,7.15,0,1,1,22,1,30.17832647462277
FullStack,Hybrid,6,167,14,2,9,320356,16,PhD,0,Top,3,8.02,1,2,1,21,1,6.555207331843325
Basic,Hybrid,19,208,4,6,7,132064,11,PhD,0,Top,3,9.7,1,1,1,11,0,8.329294887327356
GenAI,Online,33,344,5,7,3,354458,5,BTech,1,Mid,1,5.33,0,1,0,23,1,6.4887800529258755
Advanced,Online,2,62,14,6,8,312752,7,PhD,1,Top,4,8.12,0,1,1,8,1,2.5579372793779096
Advanced,Online,8,273,11,4,8,379655,17,BTech,1,Mid,4,6.58,0,3,1,16,3,4.214352504247278
Advanced,Online,3,359,13,7,5,96908,14,PhD,1,Mid,4,8.76,1,3,0,11,2,11.35097205597061
GenAI,Online,27,130,10,9,2,166529,7,MTech,1,Top,2,8.43,2,1,1,7,-1,4.203472067928109
Advanced,Offline,26,469,11,3,5,148229,13,BTech,0,Startup,1,5.09,1,3,1,18,2,12.14337275431933
FullStack,Hybrid,21,165,13,1,6,120635,3,PhD,1,Top,3,6.34,2,3,0,13,1,10.776308699796907
Advanced,Offline,29,417,10,6,8,223819,18,MTech,1,Mid,1,5.91,1,2,1,18,1,8.042212680782239
Basic,Online,26,248,3,2,14,169983,5,PhD,0,Startup,3,7.11,0,1,1,21,1,12.354176594130001
FullStack,Offline,35,242,11,9,7,194235,7,MTech,1,Top,1,9.53,1,3,1,11,2,5.6632429788658065
Basic,Hybrid,29,414,14,9,8,227557,3,MTech,0,Top,1,6.41,0,2,0,13,2,5.712854361764305
Basic,Online,7,239,3,3,5,381022,18,MTech,0,Startup,1,5.38,1,1,1,17,0,4.461684627134391
DataScience,Online,24,51,3,1,12,258057,9,PhD,1,Top,4,5.58,1,2,1,5,1,1.9375564313310627
DataScience,Online,15,458,3,8,7,143454,18,PhD,1,Top,1,7.21,2,3,1,13,1,9.062138385824028
Advanced,Offline,13,425,14,9,7,180401,10,PhD,1,Top,2,9.93,0,2,0,17,2,9.423451089517243
FullStack,Online,29,183,7,3,3,137097,6,BTech,1,Startup,4,5.45,0,3,1,17,3,12.399979576504228
GenAI,Hybrid,1,73,8,5,11,339948,4,MTech,0,Top,4,7.57,2,1,1,16,-1,4.706602186216715
DataScience,Hybrid,23,464,5,4,13,265863,14,BTech,0,Mid,4,9.33,1,2,1,17,1,6.394270733422853
FullStack,Offline,6,103,13,1,9,50130,2,MTech,0,Top,2,7.22,1,3,0,19,2,37.90145621384401
DataScience,Hybrid,29,91,7,8,11,268442,14,PhD,1,Top,3,5.65,0,3,1,13,3,4.842759329762109
FullStack,Online,15,424,9,3,4,294899,10,BTech,1,Mid,3,5.24,2,1,1,3,-1,1.017297447600704
Advanced,Online,26,326,11,7,3,162186,9,BTech,0,Startup,4,5.22,0,2,1,20,2,12.331520599805161
Basic,Offline,3,351,3,6,12,148836,7,PhD,0,Mid,3,6.46,2,1,0,17,-1,11.421967803488403
DataScience,Online,14,391,12,3,7,65818,19,BTech,0,Mid,1,6.23,0,2,1,12,2,18.232094563797137
Basic,Online,25,289,14,4,11,118420,14,MTech,0,Mid,3,5.69,2,1,1,21,-1,17.73349096436413
Basic,Hybrid,1,159,14,7,6,212237,3,MTech,0,Startup,2,5.17,2,2,1,23,0,10.83694172081211
GenAI,Offline,1,54,6,6,9,108941,10,MTech,0,Mid,4,8.09,0,3,1,11,3,10.097208580791438
GenAI,Online,15,69,8,7,14,113025,3,MTech,1,Startup,2,9.21,2,3,0,8,1,7.078080070780801
Advanced,Hybrid,30,195,10,1,7,55150,17,BTech,0,Startup,4,8.52,0,2,0,16,2,29.011786038077968
FullStack,Online,28,91,7,3,1,118593,1,PhD,0,Mid,2,7.01,1,3,1,17,2,14.334741510881756
Advanced,Hybrid,18,226,14,1,9,167462,16,BTech,1,Startup,1,8.46,0,3,1,5,3,2.985751991496578
FullStack,Offline,20,196,11,8,2,90887,17,PhD,0,Top,4,6.17,2,1,1,16,-1,17.604277839515003
GenAI,Online,24,159,4,9,3,246807,16,MTech,1,Mid,4,5.46,0,1,1,23,1,9.319022556086335
Advanced,Offline,17,62,12,6,4,94330,13,PhD,1,Startup,1,5.9,1,1,0,10,0,10.60108131029365
FullStack,Hybrid,13,376,5,1,4,122758,11,MTech,0,Mid,2,6.99,2,3,1,7,1,5.702276022743936
GenAI,Online,27,485,3,2,3,170348,18,MTech,0,Mid,1,5.4,1,1,1,19,0,11.153638434263977
FullStack,Offline,29,65,7,3,8,174722,5,MTech,1,Mid,4,9.4,0,1,1,11,1,6.295715479447351
Advanced,Offline,9,309,8,1,12,193921,19,PhD,1,Startup,4,6.11,2,1,0,17,-1,8.766456443603323
DataScience,Online,19,457,6,1,10,383248,8,PhD,0,Startup,2,8.88,0,3,1,4,3,1.0437105999248528
DataScience,Online,2,186,11,9,8,57605,12,MTech,0,Startup,4,9.37,1,1,1,22,0,38.19112924225328
Advanced,Online,3,495,8,8,7,256320,16,MTech,0,Top,4,7.19,2,1,1,10,-1,3.9013732833957553
Basic,Online,18,460,4,3,12,78483,8,BTech,1,Mid,4,9.86,1,2,0,12,1,15.289935400022934
DataScience,Hybrid,19,81,11,2,4,246309,13,PhD,1,Startup,3,7.23,2,3,0,21,1,8.52587603376247
DataScience,Offline,11,489,8,1,3,388738,10,BTech,1,Top,3,7.44,1,1,1,20,0,5.144853345955374
DataScience,Offline,24,249,11,8,7,87467,2,MTech,1,Mid,3,8.32,0,3,0,18,3,20.579189865892282
Basic,Online,2,411,5,5,8,228678,4,BTech,1,Top,3,8.81,1,2,1,4,1,1.7491844427535663
GenAI,Offline,11,124,9,3,5,34604,17,BTech,1,Startup,1,5.6,2,1,1,8,-1,23.11871459946827
GenAI,Offline,18,148,8,4,3,278506,14,PhD,0,Top,2,7.43,1,1,1,11,0,3.9496456090712586
Basic,Hybrid,32,408,12,6,8,80869,8,MTech,0,Mid,4,6.11,0,1,0,12,1,14.838813389555948
